ID,step,angle,time,nest_x,nest_y,nu.x,nu.y,se.mu.x,se.nu.x,se.mu.y,se.nu.y,speed,tod,dist2nest,x,y,hour
44067,43.8287178826729,-0.191176380943147,22-06-30 23:00:57.999992,505925.125596706,5330513.00106142,1430.06657168483,171.021176517316,0,4678.0204146626,0,4678.0204146626,1440.25645017398,23,10416.2268665821,495516.573332485,5330113.22374955,23
44067,24.1927062244404,2.95506795882845,22-06-30 23:09:21.999992,505925.125596706,5330513.00106142,-217.250702930453,-69.4785895822411,279.345664007874,3702.13924643577,279.345664007874,3702.13924643577,228.090206572123,23.15,10372.5581893092,495560.353827095,5330111.16831701,23
44067,77.9554192609795,-1.60991952265664,22-06-30 23:16:01.000008,505925.125596706,5330513.00106142,-64.5686702864125,283.698003594564,0,4458.40812398327,0,4458.40812398327,290.953038179869,23.2666666666667,10395.8622717747,495536.817307822,5330116.76468145,23
44067,65.02239474859,-0.13881262606062,22-06-30 23:24:21.999992,505925.125596706,5330513.00106142,249.238038031683,634.249773491065,277.841681538246,3687.9808838984,277.841681538246,3687.9808838984,681.463406776439,23.4,10372.2959397303,495557.802888875,5330191.84232646,23
44067,17.7092750612563,-0.471331059896198,22-06-30 23:31:02.999992,505925.125596706,5330513.00106142,178.160923376174,328.199153461188,0,4505.07025472411,0,4505.07025472411,373.438079138819,23.5166666666667,10344.6295006409,495583.803373024,5330251.44003315,23
44067,13.7859721238993,-2.69849791595812,22-06-30 23:39:21.999992,505925.125596706,5330513.00106142,45.5578868745621,-46.0015283487878,317.765636908713,3827.28036600404,317.765636908713,3827.28036600404,64.7430433861409,23.65,10330.6755497564,495597.483079771,5330262.68654579,23
44067,37.2135721224611,-0.738629419888342,22-06-30 23:48:03,505925.125596706,5330513.00106142,-201.058021142364,-120.168136596658,0,4558.33050578828,0,4558.33050578828,234.232168838518,23.8,10336.8505930612,495591.615942806,5330250.21138121,23
44067,52.8326615733545,-0.156171209625422,22-06-30 23:54:21.999992,505925.125596706,5330513.00106142,-390.320696793808,-138.287733241421,297.681037353742,3896.73645503516,297.681037353742,3896.73645503516,414.093882483977,23.9,10371.5928962591,495557.233046853,5330235.97528568,23
44067,20.6741698702238,-2.59542649605137,22-07-01 00:04:59.999992,505925.125596706,5330513.00106142,13.8620790621289,100.576490140882,0,4559.33142028522,0,4559.33142028522,101.527275177578,0.0666666666666667,10423.274288506,495505.869609415,5330223.60243542,0
44067,68.349679009776,-0.331036761746196,22-07-01 00:09:21.999992,505925.125596706,5330513.00106142,327.02231693212,263.609030491718,244.88160404571,4081.61071147164,244.88160404571,4081.61071147164,420.039660899343,0.15,10408.2244380892,495520.530019905,5330238.17959784,0
44067,21.656946501952,-2.41020724017468,22-07-01 00:22:00,505925.125596706,5330513.00106142,-68.055091776267,-334.263893031256,0,4559.93519690796,0,4559.93519690796,341.121453006238,0.366666666666667,10345.9966442053,495582.030205618,5330268.00250477,0
44067,208.050279700263,-0.136993699735969,22-07-01 00:24:21.999992,505925.125596706,5330513.00106142,-321.122186048177,-649.257002404942,154.547727256016,4341.122665855,154.547727256016,4341.122665855,724.330113652753,0.4,10354.6796902664,495573.838632177,5330247.95452591,0
44067,1.09378450623406,0.0438353179859527,22-07-01 00:39:01,505925.125596706,5330513.00106142,-109.318888642854,-202.447669647387,0,4506.10630145362,0,4506.10630145362,230.077548578226,0.65,10465.0141057423,495469.580840108,5330067.91222067,0
44067,112.509275936881,3.03294989224076,22-07-01 00:39:21.999992,505925.125596706,5330513.00106142,-64.8669651361166,-131.06699098461,25.7099202643649,4484.99208471988,25.7099202643649,4484.99208471988,146.240484448493,0.65,10465.5610412113,495469.074729763,5330066.94257287,0
44067,2.49918620325572,-0.00713292156746648,22-07-01 00:54:02,505925.125596706,5330513.00106142,258.661377438995,381.675218309681,0,4505.81102577549,0,4505.81102577549,461.065809240266,0.9,10399.460948999,495531.64226406,5330160.45001013,0
44067,69.064112609295,0.539223515525111,22-07-01 00:54:21.999992,505925.125596706,5330513.00106142,247.125691010469,362.77277563207,24.576411454889,4510.13425520793,24.576411454889,4510.13425520793,438.94782593971,0.9,10397.9872719847,495533.046866795,5330162.51713926,0
44067,22.7756206315095,0.895153312789533,22-07-01 01:09:21.999992,505925.125596706,5330513.00106142,-461.655833138232,469.224244373127,114.275981728445,4433.03778463482,114.275981728445,4433.03778463482,658.253370502641,1.15,10391.916647765,495537.02326716,5330231.46668524,1
44067,363.232694985381,0.113041207273194,22-07-01 01:11:02,505925.125596706,5330513.00106142,-778.732412770911,640.49051111347,0,4564.25744234481,0,4564.25744234481,1008.29175615315,1.18333333333333,10408.4316533565,495520.100914977,5330246.7101393,1
44067,78.1137055456613,-0.0900116084271896,22-07-01 01:24:21.999992,505925.125596706,5330513.00106142,-1232.70207254373,929.090042947074,226.536972699822,4158.33307949231,226.536972699822,4158.33307949231,1543.6200010226,1.4,10700.750060753,495224.517799154,5330457.82293462,1
44067,71.801721289887,-1.8000669450952,22-07-01 01:28:14,505925.125596706,5330513.00106142,-478.372092262684,594.537667396067,0,4561.72094718649,0,4561.72094718649,763.095601224731,1.46666666666667,10759.8358501277,495165.290585097,5330508.75316247,1
44067,43.5507614692048,-0.518846201093635,22-07-01 01:39:21.999992,505925.125596706,5330513.00106142,570.961790391932,74.0288131693556,284.179520725896,3932.43588631779,284.179520725896,3932.43588631779,575.740941107043,1.65,10701.9404210143,495223.253100496,5330551.13044399,1
44067,11.0888163143087,2.90128236021007,22-07-01 01:45:05,505925.125596706,5330513.00106142,232.263198970478,30.1526195032394,0,4560.39789930659,0,4560.39789930659,234.212241479619,1.75,10658.6836418244,495266.528759529,5330556.0177909,1
44067,25.1843665564178,0.213802318890618,22-07-01 01:54:21.999992,505925.125596706,5330513.00106142,-205.771567078866,-3.46374079551448,318.628310104422,3842.52130768328,318.628310104422,3842.52130768328,205.800717487551,1.9,10669.6876569597,495255.530448833,5330557.43165408,1
44067,11.5707207408725,0.607562453055244,22-07-01 02:02:05.000008,505925.125596706,5330513.00106142,-138.484449342013,-39.5785498475403,0,4738.79109056308,0,4738.79109056308,144.029178702077,2.03333333333333,10694.7700754097,495230.439050208,5330555.26970267,2
44067,19.1112859592022,0.617627925702554,22-07-01 02:09:21.999992,505925.125596706,5330513.00106142,-37.2796822720378,-72.5678347927741,408.755428098515,4620.55213150983,408.755428098515,4620.55213150983,81.5834870351559,2.15,10703.6412945388,495221.541108511,5330547.87320269,2
44067,7.68770972569855,1.45715596122291,22-07-01 02:24:21.999992,505925.125596706,5330513.00106142,-4.34783991843049,-64.763436257792,481.396925623752,4560.79718908877,481.396925623752,4560.79718908877,64.909216509471,2.4,10708.5038199383,495216.634337305,5330529.40255442,2
44067,23.791832447759,0.997697269488092,22-07-01 02:34:05.999992,505925.125596706,5330513.00106142,149.702672317975,86.7557678731939,0,4739.05222592028,0,4739.05222592028,173.024429946787,2.56666666666667,10701.341637138,495223.792598801,5330526.59895438,2
44067,42.1447083916929,0.220184788342222,22-07-01 02:39:21.999992,505925.125596706,5330513.00106142,257.901363979534,201.243157251592,277.416654150395,3986.74190285752,277.416654150395,3986.74190285752,327.126767298387,2.65,10682.0657902552,495243.095222348,5330540.50794483,2
44067,21.5094628503637,2.52505788372261,22-07-01 02:51:06,505925.125596706,5330513.00106142,-214.51511754189,-5.39284860456728,0,4572.9087023469,0,4572.9087023469,214.582894169322,2.85,10654.2080464842,495271.081015728,5330572.01940012,2
44067,135.686348221682,0.333661062420105,22-07-01 02:54:21.999992,505925.125596706,5330513.00106142,-511.374574732789,-154.440968893997,201.054718919999,4247.85451728281,201.054718919999,4247.85451728281,534.187203661842,2.9,10675.1345035693,495250.128460703,5330567.15653779,2
44067,10.987726274074,1.18030741978413,22-07-01 03:08:17,505925.125596706,5330513.00106142,7.53602631271386,-560.997592590011,0,4806.54740952381,0,4806.54740952381,561.048207005757,3.13333333333333,10789.8496779485,495135.291127083,5330494.88502265,3
44067,255.932948485797,0.487164597414164,22-07-01 03:09:21.999992,505925.125596706,5330513.00106142,191.492483400054,-634.94928078821,83.4565755348253,4919.85660360137,83.4565755348253,4919.85660360137,663.196773493497,3.15,10788.0011134189,495137.163309017,5330484.05797026,3
44067,290.797510640568,0.0697965045411669,22-07-01 03:24:21.999992,505925.125596706,5330513.00106142,764.684025319705,-865.292058990575,694.019452176954,4839.17038344384,694.019452176954,4839.17038344384,1154.76058381437,3.4,10633.8890924951,495293.754086702,5330281.62031945,3
